user_id,item_id,category,location,interaction
721,Jewelry,Accessories,New Mexico,1
722,Blouse,Clothing,California,1
723,Sweater,Clothing,Wyoming,1
724,Jewelry,Accessories,Missouri,1
725,T-shirt,Clothing,New Hampshire,1
726,Hat,Accessories,Texas,1
727,Shorts,Clothing,North Dakota,1
728,Sweater,Clothing,Arkansas,1
729,Jeans,Clothing,Nebraska,1
730,Sunglasses,Accessories,Minnesota,1
731,Boots,Footwear,Massachusetts,1
732,Coat,Outerwear,Arkansas,1
733,Shirt,Clothing,New Hampshire,1
734,Dress,Clothing,Rhode Island,1
735,Shirt,Clothing,New Jersey,1
736,Sunglasses,Accessories,Montana,1
737,Dress,Clothing,Colorado,1
738,Sunglasses,Accessories,Nebraska,1
739,Sunglasses,Accessories,Minnesota,1
740,Shorts,Clothing,Minnesota,1
741,Jeans,Clothing,South Dakota,1
742,T-shirt,Clothing,West Virginia,1
743,Pants,Clothing,Nevada,1
744,Sunglasses,Accessories,North Carolina,1
745,Boots,Footwear,Illinois,1
746,T-shirt,Clothing,Michigan,1
747,Sandals,Footwear,Michigan,1
748,Shorts,Clothing,Oklahoma,1
749,Hat,Accessories,South Dakota,1
750,Scarf,Accessories,Oklahoma,1
751,T-shirt,Clothing,Maryland,1
752,Gloves,Accessories,Ohio,1
753,Scarf,Accessories,Ohio,1
754,Boots,Footwear,Massachusetts,1
755,Gloves,Accessories,North Carolina,1
756,Coat,Outerwear,Florida,1
757,Belt,Accessories,Montana,1
758,Hoodie,Clothing,Minnesota,1
759,Shoes,Footwear,Massachusetts,1
760,Dress,Clothing,Rhode Island,1
761,Gloves,Accessories,Minnesota,1
762,Jewelry,Accessories,Nevada,1
763,Belt,Accessories,New Mexico,1
764,Sweater,Clothing,North Carolina,1
765,Skirt,Clothing,Virginia,1
766,Sneakers,Footwear,Alaska,1
767,Gloves,Accessories,Nevada,1
768,Coat,Outerwear,Pennsylvania,1
769,Backpack,Accessories,Illinois,1
770,Socks,Clothing,Delaware,1
771,Sneakers,Footwear,Vermont,1
772,Sweater,Clothing,Hawaii,1
773,Jeans,Clothing,Illinois,1
774,Hat,Accessories,California,1
775,Hat,Accessories,Nevada,1
776,Handbag,Accessories,Kentucky,1
777,Shirt,Clothing,Alabama,1
778,Socks,Clothing,Wyoming,1
779,Socks,Clothing,Massachusetts,1
780,Dress,Clothing,Utah,1
781,Shoes,Footwear,New York,1
782,Scarf,Accessories,Vermont,1
783,Hoodie,Clothing,Hawaii,1
784,T-shirt,Clothing,Louisiana,1
785,Jeans,Clothing,Alabama,1
786,Shorts,Clothing,Louisiana,1
787,Hat,Accessories,Indiana,1
788,Handbag,Accessories,Michigan,1
789,Pants,Clothing,Rhode Island,1
790,Handbag,Accessories,Idaho,1
791,Sweater,Clothing,Louisiana,1
792,Scarf,Accessories,North Carolina,1
793,Sneakers,Footwear,New Jersey,1
794,Pants,Clothing,Alabama,1
795,Backpack,Accessories,Kentucky,1
796,Sandals,Footwear,New York,1
797,Socks,Clothing,Arizona,1
798,Coat,Outerwear,Maryland,1
799,Socks,Clothing,Alaska,1
800,Belt,Accessories,Nevada,1
801,Socks,Clothing,Utah,1
802,Belt,Accessories,New Mexico,1
803,Pants,Clothing,Delaware,1
804,Shorts,Clothing,Connecticut,1
805,Boots,Footwear,Mississippi,1
806,Dress,Clothing,Connecticut,1
807,Jeans,Clothing,Florida,1
808,T-shirt,Clothing,New York,1
809,Shoes,Footwear,Wisconsin,1
810,Boots,Footwear,South Carolina,1
811,Scarf,Accessories,South Dakota,1
812,Sneakers,Footwear,Illinois,1
813,Boots,Footwear,Alaska,1
814,Handbag,Accessories,Montana,1
815,Shirt,Clothing,Minnesota,1
816,Hat,Accessories,West Virginia,1
817,Sweater,Clothing,Illinois,1
818,Handbag,Accessories,Nevada,1
819,Shirt,Clothing,Idaho,1
820,Sunglasses,Accessories,Colorado,1
821,Sneakers,Footwear,Louisiana,1
822,Hoodie,Clothing,Vermont,1
823,Shirt,Clothing,Mississippi,1
824,Sunglasses,Accessories,Georgia,1
825,Blouse,Clothing,Georgia,1
826,Belt,Accessories,Nebraska,1
827,Dress,Clothing,Massachusetts,1
828,Shoes,Footwear,Colorado,1
829,Socks,Clothing,Nevada,1
830,Socks,Clothing,Idaho,1
831,Shorts,Clothing,Wyoming,1
832,Gloves,Accessories,Washington,1
833,Jacket,Outerwear,California,1
834,Handbag,Accessories,Oklahoma,1
835,Backpack,Accessories,Nevada,1
836,Boots,Footwear,Maryland,1
837,Gloves,Accessories,West Virginia,1
838,Hoodie,Clothing,Illinois,1
839,Coat,Outerwear,Kentucky,1
840,Shirt,Clothing,Illinois,1
841,Shirt,Clothing,Alabama,1
842,Sweater,Clothing,Texas,1
843,Shirt,Clothing,Missouri,1
844,Hoodie,Clothing,Pennsylvania,1
845,Sandals,Footwear,Missouri,1
846,Belt,Accessories,Michigan,1
847,Boots,Footwear,Kentucky,1
848,Hoodie,Clothing,New Jersey,1
849,Sandals,Footwear,Delaware,1
850,Jeans,Clothing,Missouri,1
851,Shoes,Footwear,Connecticut,1
852,Sandals,Footwear,Massachusetts,1
853,Dress,Clothing,Florida,1
854,Hat,Accessories,Delaware,1
855,Pants,Clothing,California,1
856,Socks,Clothing,Oregon,1
857,Shirt,Clothing,Alaska,1
858,Shorts,Clothing,Missouri,1
859,Jacket,Outerwear,Oklahoma,1
860,Hoodie,Clothing,Wisconsin,1
861,Shoes,Footwear,South Carolina,1
862,Skirt,Clothing,Virginia,1
863,Coat,Outerwear,Arkansas,1
864,Sneakers,Footwear,Vermont,1
865,Jeans,Clothing,Kentucky,1
866,Blouse,Clothing,Colorado,1
867,Sunglasses,Accessories,New Mexico,1
868,Jacket,Outerwear,Colorado,1
869,Dress,Clothing,North Carolina,1
870,Hat,Accessories,New Hampshire,1
871,Hoodie,Clothing,West Virginia,1
872,Handbag,Accessories,Hawaii,1
873,Jeans,Clothing,North Dakota,1
874,Boots,Footwear,Mississippi,1
875,Jacket,Outerwear,Maine,1
876,Sandals,Footwear,North Dakota,1
877,Belt,Accessories,Nebraska,1
878,Handbag,Accessories,Nebraska,1
879,Sunglasses,Accessories,Tennessee,1
880,Skirt,Clothing,Wyoming,1
881,Backpack,Accessories,Nevada,1
882,Sandals,Footwear,South Carolina,1
883,Boots,Footwear,Virginia,1
884,Sneakers,Footwear,Pennsylvania,1
885,Skirt,Clothing,Hawaii,1
886,Dress,Clothing,Ohio,1
887,Shorts,Clothing,Utah,1
888,Handbag,Accessories,Minnesota,1
889,Scarf,Accessories,New Hampshire,1
890,Belt,Accessories,Arizona,1
891,Gloves,Accessories,New York,1
892,Skirt,Clothing,Pennsylvania,1
893,Shorts,Clothing,New Mexico,1
894,Backpack,Accessories,Nebraska,1
895,Hoodie,Clothing,Wyoming,1
896,Hat,Accessories,Mississippi,1
897,Jewelry,Accessories,Arkansas,1
898,Shirt,Clothing,Illinois,1
899,Belt,Accessories,Nevada,1
900,Sweater,Clothing,Rhode Island,1
901,Hat,Accessories,West Virginia,1
902,Scarf,Accessories,Missouri,1
903,Hat,Accessories,Kentucky,1
904,Jacket,Outerwear,Washington,1
905,T-shirt,Clothing,Alaska,1
906,Dress,Clothing,Mississippi,1
907,Pants,Clothing,South Carolina,1
908,Sweater,Clothing,Missouri,1
909,Sunglasses,Accessories,New Jersey,1
910,Belt,Accessories,Louisiana,1
911,Hoodie,Clothing,South Carolina,1
912,Pants,Clothing,Vermont,1
913,Hoodie,Clothing,Arkansas,1
914,Sneakers,Footwear,Utah,1
915,Dress,Clothing,Washington,1
916,Dress,Clothing,Rhode Island,1
917,Jeans,Clothing,Illinois,1
918,Sweater,Clothing,Missouri,1
919,Shorts,Clothing,North Carolina,1
920,Shirt,Clothing,Massachusetts,1
921,Belt,Accessories,Arkansas,1
922,Coat,Outerwear,South Dakota,1
923,Sneakers,Footwear,Georgia,1
924,Shirt,Clothing,Arkansas,1
925,Socks,Clothing,Kansas,1
926,Jeans,Clothing,Arizona,1
927,Jeans,Clothing,Massachusetts,1
928,Sneakers,Footwear,New Mexico,1
929,Dress,Clothing,Arkansas,1
930,Boots,Footwear,Nebraska,1
931,T-shirt,Clothing,Hawaii,1
932,Coat,Outerwear,Nebraska,1
933,Skirt,Clothing,Indiana,1
934,Sneakers,Footwear,Colorado,1
935,Jeans,Clothing,Oregon,1
936,Hoodie,Clothing,Ohio,1
937,Shoes,Footwear,Maine,1
938,Shorts,Clothing,Iowa,1
939,Blouse,Clothing,Wisconsin,1
940,T-shirt,Clothing,New York,1
941,Belt,Accessories,Colorado,1
942,Handbag,Accessories,Illinois,1
943,Dress,Clothing,Arizona,1
944,Hat,Accessories,Oklahoma,1
945,Belt,Accessories,Indiana,1
946,Boots,Footwear,Minnesota,1
947,Coat,Outerwear,Pennsylvania,1
948,Blouse,Clothing,Indiana,1
949,Hat,Accessories,Alabama,1
950,Jeans,Clothing,Montana,1
951,Backpack,Accessories,New Mexico,1
952,Dress,Clothing,Alaska,1
953,Hat,Accessories,Idaho,1
954,Sunglasses,Accessories,Utah,1
955,Hat,Accessories,Louisiana,1
956,Dress,Clothing,Mississippi,1
957,Shirt,Clothing,Mississippi,1
958,Scarf,Accessories,Indiana,1
959,Sneakers,Footwear,Washington,1
960,Skirt,Clothing,Nevada,1
961,Jewelry,Accessories,Louisiana,1
962,Boots,Footwear,Pennsylvania,1
963,Sunglasses,Accessories,Michigan,1
964,Boots,Footwear,South Carolina,1
965,Sandals,Footwear,Arizona,1
966,Boots,Footwear,Delaware,1
967,Dress,Clothing,Kentucky,1
968,Hoodie,Clothing,Georgia,1
969,Shorts,Clothing,North Carolina,1
970,Coat,Outerwear,California,1
971,Jeans,Clothing,California,1
972,Sunglasses,Accessories,Indiana,1
973,Sneakers,Footwear,Colorado,1
974,Jacket,Outerwear,Colorado,1
975,Skirt,Clothing,North Carolina,1
976,Sweater,Clothing,Washington,1
977,T-shirt,Clothing,Florida,1
978,Belt,Accessories,Washington,1
979,Gloves,Accessories,Colorado,1
980,Hat,Accessories,New Hampshire,1
981,Boots,Footwear,Maryland,1
982,Belt,Accessories,Maryland,1
983,Coat,Outerwear,Texas,1
984,Hat,Accessories,New Mexico,1
985,Shoes,Footwear,Utah,1
986,Handbag,Accessories,West Virginia,1
987,Scarf,Accessories,Connecticut,1
988,Handbag,Accessories,West Virginia,1
989,Pants,Clothing,Ohio,1
990,Shoes,Footwear,Texas,1
991,Sunglasses,Accessories,Washington,1
992,Shorts,Clothing,Wisconsin,1
993,Jacket,Outerwear,Louisiana,1
994,Sandals,Footwear,Iowa,1
995,Shoes,Footwear,New York,1
996,Jewelry,Accessories,Idaho,1
997,Sandals,Footwear,Delaware,1
998,Pants,Clothing,Kentucky,1
999,Shoes,Footwear,Connecticut,1
1000,Socks,Clothing,New Mexico,1
1001,Socks,Clothing,Georgia,1
1002,Dress,Clothing,Washington,1
1003,Shoes,Footwear,North Dakota,1
1004,Hat,Accessories,Ohio,1
1005,Backpack,Accessories,Tennessee,1
1006,Backpack,Accessories,New York,1
1007,Pants,Clothing,Michigan,1
1008,Gloves,Accessories,Georgia,1
1009,Scarf,Accessories,New Mexico,1
1010,Hoodie,Clothing,Louisiana,1
1011,Jeans,Clothing,South Dakota,1
1012,Backpack,Accessories,Montana,1
1013,Sandals,Footwear,New Mexico,1
1014,Belt,Accessories,South Carolina,1
1015,Shoes,Footwear,Ohio,1
1016,Gloves,Accessories,North Carolina,1
1017,Belt,Accessories,Idaho,1
1018,Jacket,Outerwear,Oklahoma,1
1019,Dress,Clothing,Georgia,1
1020,Shirt,Clothing,Kentucky,1
1021,Scarf,Accessories,Delaware,1
1022,Coat,Outerwear,Massachusetts,1
1023,Handbag,Accessories,Nebraska,1
1024,Sunglasses,Accessories,Maine,1
1025,T-shirt,Clothing,Pennsylvania,1
1026,Shirt,Clothing,Nebraska,1
1027,Handbag,Accessories,Virginia,1
1028,Jewelry,Accessories,Ohio,1
1029,Hoodie,Clothing,Nebraska,1
1030,Gloves,Accessories,Ohio,1
1031,Coat,Outerwear,Kentucky,1
1032,Sandals,Footwear,Tennessee,1
1033,Boots,Footwear,Maine,1
1034,Pants,Clothing,Montana,1
1035,Socks,Clothing,Maryland,1
1036,Blouse,Clothing,Georgia,1
1037,Handbag,Accessories,Hawaii,1
1038,Jewelry,Accessories,Rhode Island,1
1039,Pants,Clothing,Nebraska,1
1040,Belt,Accessories,Michigan,1
1041,Jeans,Clothing,North Carolina,1
1042,Shirt,Clothing,Minnesota,1
1043,Belt,Accessories,Maryland,1
1044,Jeans,Clothing,Hawaii,1
1045,Jeans,Clothing,Oregon,1
1046,Sweater,Clothing,New Mexico,1
1047,Sneakers,Footwear,Illinois,1
1048,Socks,Clothing,Utah,1
1049,Socks,Clothing,Maine,1
1050,Sunglasses,Accessories,Virginia,1
1051,Sneakers,Footwear,Florida,1
1052,Socks,Clothing,Ohio,1
1053,Shoes,Footwear,Virginia,1
1054,Blouse,Clothing,Kansas,1
1055,Shorts,Clothing,Arkansas,1
1056,Jacket,Outerwear,Massachusetts,1
1057,Sweater,Clothing,Idaho,1
1058,Jacket,Outerwear,Wisconsin,1
1059,Scarf,Accessories,New Mexico,1
1060,Jacket,Outerwear,North Carolina,1
1061,Sweater,Clothing,Iowa,1
1062,Coat,Outerwear,Idaho,1
1063,Boots,Footwear,Ohio,1
1064,Hoodie,Clothing,Alabama,1
1065,Hat,Accessories,Wyoming,1
1066,T-shirt,Clothing,Alabama,1
1067,Coat,Outerwear,Mississippi,1
1068,Dress,Clothing,Pennsylvania,1
1069,Shirt,Clothing,Wyoming,1
1070,Skirt,Clothing,Maryland,1
1071,Jewelry,Accessories,North Carolina,1
1072,Hat,Accessories,Pennsylvania,1
1073,Shorts,Clothing,Idaho,1
1074,Scarf,Accessories,California,1
1075,Jewelry,Accessories,Tennessee,1
1076,Sunglasses,Accessories,Missouri,1
1077,Coat,Outerwear,North Dakota,1
1078,Jacket,Outerwear,West Virginia,1
1079,Sweater,Clothing,Arizona,1
1080,Coat,Outerwear,Oklahoma,1
1081,Scarf,Accessories,Pennsylvania,1
1082,Belt,Accessories,Idaho,1
1083,Hat,Accessories,South Carolina,1
1084,Backpack,Accessories,Washington,1
1085,T-shirt,Clothing,Arkansas,1
1086,Jewelry,Accessories,Utah,1
1087,Sunglasses,Accessories,Alaska,1
1088,Jeans,Clothing,West Virginia,1
1089,Pants,Clothing,Louisiana,1
1090,Backpack,Accessories,Arizona,1
1091,Scarf,Accessories,Connecticut,1
1092,Sweater,Clothing,North Carolina,1
1093,Jewelry,Accessories,South Dakota,1
1094,Sneakers,Footwear,Delaware,1
1095,Jewelry,Accessories,Connecticut,1
1096,Coat,Outerwear,Tennessee,1
1097,Coat,Outerwear,New Hampshire,1
1098,Sunglasses,Accessories,Vermont,1
1099,Handbag,Accessories,Idaho,1
1100,Sweater,Clothing,North Carolina,1
1101,Pants,Clothing,Nevada,1
1102,Gloves,Accessories,Delaware,1
1103,Sweater,Clothing,Texas,1
1104,Hoodie,Clothing,Tennessee,1
1105,Hat,Accessories,Delaware,1
1106,T-shirt,Clothing,Massachusetts,1
1107,Skirt,Clothing,Minnesota,1
1108,Sneakers,Footwear,Texas,1
1109,Shorts,Clothing,Nebraska,1
1110,Hoodie,Clothing,Oklahoma,1
1111,Hoodie,Clothing,Texas,1
1112,Shoes,Footwear,New York,1
1113,Hoodie,Clothing,Washington,1
1114,Sunglasses,Accessories,Maryland,1
1115,Skirt,Clothing,New Hampshire,1
1116,Hat,Accessories,New York,1
1117,Backpack,Accessories,Hawaii,1
1118,Sunglasses,Accessories,California,1
1119,Belt,Accessories,Indiana,1
1120,Jewelry,Accessories,Louisiana,1
1121,Sneakers,Footwear,Pennsylvania,1
1122,T-shirt,Clothing,Florida,1
1123,Handbag,Accessories,North Carolina,1
1124,Hat,Accessories,Massachusetts,1
1125,Sweater,Clothing,Iowa,1
1126,Sandals,Footwear,North Dakota,1
1127,Scarf,Accessories,Iowa,1
1128,Shirt,Clothing,Delaware,1
1129,Gloves,Accessories,New York,1
1130,Hoodie,Clothing,New Hampshire,1
1131,Jewelry,Accessories,Kentucky,1
1132,Shirt,Clothing,Illinois,1
1133,Hoodie,Clothing,North Carolina,1
1134,Shoes,Footwear,Connecticut,1
1135,T-shirt,Clothing,Wisconsin,1
1136,Skirt,Clothing,Massachusetts,1
1137,Handbag,Accessories,Illinois,1
1138,Shirt,Clothing,New Mexico,1
1139,Pants,Clothing,Iowa,1
1140,Coat,Outerwear,Alabama,1
1141,Jeans,Clothing,Maryland,1
1142,Gloves,Accessories,Ohio,1
1143,T-shirt,Clothing,Ohio,1
1144,Boots,Footwear,Nevada,1
1145,Jeans,Clothing,South Carolina,1
1146,Sneakers,Footwear,Nevada,1
1147,Sneakers,Footwear,Wisconsin,1
1148,Hat,Accessories,Tennessee,1
1149,Pants,Clothing,Florida,1
1150,Jewelry,Accessories,Georgia,1
1151,Jewelry,Accessories,Kentucky,1
1152,Blouse,Clothing,Ohio,1
1153,Handbag,Accessories,Connecticut,1
1154,Shirt,Clothing,Idaho,1
1155,Dress,Clothing,Georgia,1
1156,T-shirt,Clothing,Tennessee,1
1157,Shoes,Footwear,Hawaii,1
1158,Belt,Accessories,Maryland,1
1159,Belt,Accessories,Nevada,1
1160,Handbag,Accessories,New Hampshire,1
1161,Scarf,Accessories,North Dakota,1
1162,Shorts,Clothing,Oklahoma,1
1163,Sandals,Footwear,North Carolina,1
1164,Pants,Clothing,Tennessee,1
1165,Dress,Clothing,Montana,1
1166,T-shirt,Clothing,Wisconsin,1
1167,Dress,Clothing,Connecticut,1
1168,Socks,Clothing,New Jersey,1
1169,Scarf,Accessories,Mississippi,1
1170,Backpack,Accessories,Wyoming,1
1171,Skirt,Clothing,Illinois,1
1172,Socks,Clothing,Louisiana,1
1173,Coat,Outerwear,Oregon,1
1174,Jewelry,Accessories,South Dakota,1
1175,Backpack,Accessories,Michigan,1
1176,Belt,Accessories,New Jersey,1
1177,Dress,Clothing,Oregon,1
1178,Skirt,Clothing,Iowa,1
1179,Dress,Clothing,South Carolina,1
1180,T-shirt,Clothing,Indiana,1
1181,Skirt,Clothing,Oregon,1
1182,Shorts,Clothing,New York,1
1183,Jewelry,Accessories,New Mexico,1
1184,Pants,Clothing,Louisiana,1
1185,Belt,Accessories,South Carolina,1
1186,Jeans,Clothing,Maine,1
1187,Jeans,Clothing,Indiana,1
1188,Hat,Accessories,Iowa,1
1189,Blouse,Clothing,Mississippi,1
1190,Shirt,Clothing,Arkansas,1
1191,Shirt,Clothing,South Carolina,1
1192,T-shirt,Clothing,Indiana,1
1193,Coat,Outerwear,Florida,1
1194,Jacket,Outerwear,Alaska,1
1195,Hoodie,Clothing,New York,1
1196,Scarf,Accessories,Texas,1
1197,Belt,Accessories,North Dakota,1
1198,Sneakers,Footwear,Vermont,1
1199,Socks,Clothing,New Jersey,1
1200,Sandals,Footwear,Maryland,1
1201,Coat,Outerwear,Connecticut,1
1202,Shoes,Footwear,Illinois,1
1203,Scarf,Accessories,Maryland,1
1204,Sneakers,Footwear,Minnesota,1
1205,Belt,Accessories,Florida,1
1206,Handbag,Accessories,California,1
1207,Handbag,Accessories,Mississippi,1
1208,Boots,Footwear,Washington,1
1209,Boots,Footwear,Wisconsin,1
1210,Pants,Clothing,Pennsylvania,1
1211,Sunglasses,Accessories,Missouri,1
1212,Hoodie,Clothing,Oklahoma,1
1213,Shoes,Footwear,Pennsylvania,1
1214,Handbag,Accessories,Kentucky,1
1215,Jacket,Outerwear,Vermont,1
1216,Blouse,Clothing,Oregon,1
1217,Pants,Clothing,Utah,1
1218,Boots,Footwear,Nebraska,1
1219,Boots,Footwear,Pennsylvania,1
1220,Sweater,Clothing,Vermont,1
1221,Gloves,Accessories,Kentucky,1
1222,Socks,Clothing,Iowa,1
1223,Jeans,Clothing,Indiana,1
1224,Pants,Clothing,Kansas,1
1225,Shorts,Clothing,Illinois,1
1226,Gloves,Accessories,North Carolina,1
1227,Sandals,Footwear,Ohio,1
1228,Blouse,Clothing,Illinois,1
1229,Jacket,Outerwear,Indiana,1
1230,Jewelry,Accessories,Kansas,1
1231,Hat,Accessories,Illinois,1
1232,Socks,Clothing,Pennsylvania,1
1233,Handbag,Accessories,New York,1
1234,Pants,Clothing,Utah,1
1235,Gloves,Accessories,New Jersey,1
1236,Sweater,Clothing,Idaho,1
1237,Hat,Accessories,New Mexico,1
1238,Dress,Clothing,Michigan,1
1239,Pants,Clothing,Wyoming,1
1240,Coat,Outerwear,New Jersey,1
1241,Scarf,Accessories,New Jersey,1
1242,Hoodie,Clothing,Hawaii,1
1243,Socks,Clothing,Nevada,1
1244,Blouse,Clothing,New Hampshire,1
1245,Socks,Clothing,Indiana,1
1246,Dress,Clothing,New York,1
1247,Hoodie,Clothing,Louisiana,1
1248,T-shirt,Clothing,Virginia,1
1249,Hat,Accessories,Wisconsin,1
1250,Boots,Footwear,Oregon,1
1251,Jeans,Clothing,New Hampshire,1
1252,Shorts,Clothing,Indiana,1
1253,Sandals,Footwear,Massachusetts,1
1254,Sandals,Footwear,Montana,1
1255,Sneakers,Footwear,California,1
1256,Hat,Accessories,Indiana,1
1257,Coat,Outerwear,West Virginia,1
1258,Dress,Clothing,Minnesota,1
1259,Boots,Footwear,Ohio,1
1260,Skirt,Clothing,Minnesota,1
1261,Shirt,Clothing,Virginia,1
1262,Shirt,Clothing,Connecticut,1
1263,Boots,Footwear,Tennessee,1
1264,Hoodie,Clothing,Delaware,1
1265,Sweater,Clothing,Vermont,1
1266,Shirt,Clothing,Louisiana,1
1267,Blouse,Clothing,North Dakota,1
1268,T-shirt,Clothing,Oregon,1
1269,Jacket,Outerwear,Idaho,1
1270,Jewelry,Accessories,Vermont,1
1271,Hoodie,Clothing,West Virginia,1
1272,Jewelry,Accessories,Kentucky,1
1273,Sandals,Footwear,Wisconsin,1
1274,Jeans,Clothing,Mississippi,1
1275,Hat,Accessories,Missouri,1
1276,Sweater,Clothing,Arkansas,1
1277,Boots,Footwear,Wyoming,1
1278,Blouse,Clothing,Rhode Island,1
1279,Shorts,Clothing,Utah,1
1280,Hoodie,Clothing,Maryland,1
1281,Pants,Clothing,Georgia,1
1282,Belt,Accessories,New Jersey,1
1283,Shirt,Clothing,New Hampshire,1
1284,Shirt,Clothing,Oregon,1
1285,Dress,Clothing,Arkansas,1
1286,Gloves,Accessories,North Carolina,1
1287,Gloves,Accessories,West Virginia,1
1288,Jeans,Clothing,Utah,1
1289,Belt,Accessories,South Dakota,1
1290,Jacket,Outerwear,New Hampshire,1
1291,Skirt,Clothing,Maryland,1
1292,Sandals,Footwear,South Dakota,1
1293,Belt,Accessories,Kentucky,1
1294,Sweater,Clothing,Florida,1
1295,Shirt,Clothing,Texas,1
1296,Sneakers,Footwear,New Mexico,1
1297,Jeans,Clothing,South Dakota,1
1298,Sandals,Footwear,New Jersey,1
1299,Pants,Clothing,Indiana,1
1300,Belt,Accessories,Louisiana,1
1301,T-shirt,Clothing,West Virginia,1
1302,Shirt,Clothing,Maine,1
1303,Sneakers,Footwear,Idaho,1
1304,Blouse,Clothing,New York,1
1305,Backpack,Accessories,Montana,1
1306,Pants,Clothing,Mississippi,1
1307,Sweater,Clothing,Alaska,1
1308,Coat,Outerwear,Missouri,1
1309,Dress,Clothing,Rhode Island,1
1310,Blouse,Clothing,Hawaii,1
1311,Hoodie,Clothing,South Carolina,1
1312,Shoes,Footwear,Tennessee,1
1313,T-shirt,Clothing,Missouri,1
1314,Shoes,Footwear,Missouri,1
1315,Boots,Footwear,Missouri,1
1316,Shorts,Clothing,Mississippi,1
1317,Belt,Accessories,Arkansas,1
1318,Pants,Clothing,Kentucky,1
1319,Shorts,Clothing,Connecticut,1
1320,Sunglasses,Accessories,Oklahoma,1
1321,Hat,Accessories,California,1
1322,T-shirt,Clothing,Missouri,1
1323,Pants,Clothing,Washington,1
1324,Shorts,Clothing,New York,1
1325,Jewelry,Accessories,Indiana,1
1326,Backpack,Accessories,Oregon,1
1327,Shoes,Footwear,Texas,1
1328,Coat,Outerwear,Florida,1
1329,Sweater,Clothing,Rhode Island,1
1330,Gloves,Accessories,Texas,1
1331,Handbag,Accessories,Vermont,1
1332,Socks,Clothing,Maryland,1
1333,Hoodie,Clothing,Alaska,1
1334,Pants,Clothing,Idaho,1
1335,Coat,Outerwear,West Virginia,1
1336,Boots,Footwear,Nevada,1
1337,Sneakers,Footwear,Oregon,1
1338,Sweater,Clothing,Tennessee,1
1339,Handbag,Accessories,Alabama,1
1340,Belt,Accessories,Indiana,1
1341,Belt,Accessories,Idaho,1
1342,Hoodie,Clothing,Rhode Island,1
1343,Sunglasses,Accessories,Arizona,1
1344,Sneakers,Footwear,Florida,1
1345,T-shirt,Clothing,New York,1
1346,Dress,Clothing,Nebraska,1
1347,Hoodie,Clothing,Mississippi,1
1348,Sweater,Clothing,Vermont,1
1349,Belt,Accessories,Nebraska,1
1350,Socks,Clothing,South Carolina,1
1351,Sunglasses,Accessories,Delaware,1
1352,Coat,Outerwear,Vermont,1
1353,Hat,Accessories,Indiana,1
1354,Pants,Clothing,Oregon,1
1355,Backpack,Accessories,Maryland,1
1356,Shorts,Clothing,Florida,1
1357,Jacket,Outerwear,Indiana,1
1358,Backpack,Accessories,Texas,1
1359,Scarf,Accessories,Nebraska,1
1360,Hoodie,Clothing,North Carolina,1
1361,Skirt,Clothing,Alabama,1
1362,Dress,Clothing,Alabama,1
1363,Coat,Outerwear,Colorado,1
1364,Blouse,Clothing,Wisconsin,1
1365,Hat,Accessories,Delaware,1
1366,Handbag,Accessories,Indiana,1
1367,Belt,Accessories,Iowa,1
1368,Belt,Accessories,Iowa,1
1369,Shirt,Clothing,Wisconsin,1
1370,Shoes,Footwear,Iowa,1
1371,Scarf,Accessories,Montana,1
1372,Pants,Clothing,Mississippi,1
1373,Blouse,Clothing,Michigan,1
1374,Gloves,Accessories,Virginia,1
1375,Handbag,Accessories,New York,1
1376,Sneakers,Footwear,Maine,1
1377,Sandals,Footwear,New Jersey,1
1378,Sunglasses,Accessories,Maryland,1
1379,Jacket,Outerwear,Kentucky,1
1380,T-shirt,Clothing,Minnesota,1
1381,Sneakers,Footwear,Massachusetts,1
1382,Shoes,Footwear,Illinois,1
1383,Jacket,Outerwear,Michigan,1
1384,Scarf,Accessories,Wisconsin,1
1385,Sneakers,Footwear,Alaska,1
1386,Jewelry,Accessories,Mississippi,1
1387,Jacket,Outerwear,Oregon,1
1388,Blouse,Clothing,Maryland,1
1389,Dress,Clothing,Arkansas,1
1390,Scarf,Accessories,Illinois,1
1391,Hat,Accessories,Arkansas,1
1392,Blouse,Clothing,Mississippi,1
1393,Gloves,Accessories,Arkansas,1
1394,Gloves,Accessories,Idaho,1
1395,Coat,Outerwear,Iowa,1
1396,Scarf,Accessories,West Virginia,1
1397,Pants,Clothing,Wisconsin,1
1398,Sunglasses,Accessories,Massachusetts,1
1399,Dress,Clothing,Texas,1
1400,Hat,Accessories,Nebraska,1
1401,Backpack,Accessories,Nevada,1
1402,Sandals,Footwear,Indiana,1
1403,Sunglasses,Accessories,North Dakota,1
1404,Backpack,Accessories,Georgia,1
1405,Jewelry,Accessories,New Mexico,1
1406,Socks,Clothing,New Hampshire,1
1407,Shirt,Clothing,Washington,1
1408,Handbag,Accessories,Nevada,1
1409,Blouse,Clothing,Maine,1
1410,Backpack,Accessories,Idaho,1
1411,Hat,Accessories,Tennessee,1
1412,Skirt,Clothing,Louisiana,1
1413,Shorts,Clothing,Michigan,1
1414,Blouse,Clothing,New Hampshire,1
1415,Socks,Clothing,Minnesota,1
1416,Belt,Accessories,Illinois,1
1417,Boots,Footwear,Idaho,1
1418,Shorts,Clothing,Montana,1
